,name,city,Check_in_date,Check_out_date,pool,gym,spa,free_parking,bathtub,restuarant,Airport_transfer,Bar,Kitchen,Connecting_rooms_available,Internet_access,Pet_friendly,No of Nights,City Center,price
4818,Hotel Arch Manor Deluxe,Bhopal,2021-02-12,2021-02-17,no,no,no,yes,yes,yes,no,no,no,no,no,no,5,3.2,6800
4819,OYO 24646 Hotel Gaurav Palace,Bhopal,2021-02-12,2021-02-17,no,no,no,yes,yes,yes,no,no,no,no,no,no,5,2.8,3689
4820,OYO 24172 Hotel Jp Heights,Bhopal,2021-02-12,2021-02-17,no,no,no,no,yes,no,no,no,no,no,no,no,5,3.1,3617
4821,Hotel Nirmal Residency,Bhopal,2021-02-12,2021-02-17,no,no,no,yes,no,yes,no,no,no,no,no,no,5,6.3,6000
4822,Hotel Avantika By MMR,Bhopal,2021-02-12,2021-02-17,no,no,no,yes,no,no,no,no,no,no,no,no,5,3.3,2594
4823,OYO 8183 Hotel Sandal Wood,Bhopal,2021-02-12,2021-02-17,no,no,no,no,yes,no,no,no,no,no,no,no,5,6.9,3428
4824,Hotel Shree Vinayak Palace,Bhopal,2021-02-12,2021-02-17,no,no,no,yes,no,yes,no,no,no,no,no,no,5,3.2,4598
4825,Hotel Jaishree Palace,Bhopal,2021-02-12,2021-02-17,no,no,no,yes,no,no,no,no,no,no,no,no,5,3.4,4398
4826,Capital O 29355 Hotel Oasis Blue,Bhopal,2021-02-12,2021-02-17,no,no,no,yes,yes,yes,no,no,no,no,no,no,5,3.5,5242
4827,Hotel Ganpati,Bhopal,2021-02-12,2021-02-17,no,no,no,yes,no,no,no,no,no,no,no,no,5,3.3,5174
4828,Lals Plaza Hotel,Bhopal,2021-02-12,2021-02-17,no,no,no,yes,no,no,no,no,no,no,no,no,5,3.2,3798
4829,Gaurav Hotel,Bhopal,2021-02-12,2021-02-17,no,no,no,yes,no,yes,yes,no,no,no,no,no,5,3.2,10000
4830,Hotel Shiv Villas,Bhopal,2021-02-12,2021-02-17,no,no,no,yes,no,yes,no,yes,no,no,no,no,5,18.0,6786
4831,Hotel Shagun Palace,Bhopal,2021-02-12,2021-02-17,no,no,no,yes,no,yes,no,yes,no,no,no,no,5,8.9,3978
4832,OYO 11307 Hotel Satya Villas,Bhopal,2021-02-12,2021-02-17,no,no,no,no,no,no,no,no,yes,no,no,no,5,3.1,3307
4833,OYO 13822 Kolar Hotel,Bhopal,2021-02-12,2021-02-17,no,no,no,yes,no,no,no,no,yes,no,no,no,5,5.6,2818
4834,Hotel Ganga Regency,Bhopal,2021-02-12,2021-02-17,no,no,no,yes,no,no,no,no,no,no,no,no,5,3.1,3600
4835,OYO 15259 Smart City,Bhopal,2021-02-12,2021-02-17,no,no,no,yes,no,no,no,no,no,no,no,no,5,3.6,2638
4836,Hotel Signetic Blue,Bhopal,2021-02-12,2021-02-17,no,no,no,yes,no,yes,yes,no,no,no,no,no,5,3.5,6600
4837,Hotel Sangat Regency,Bhopal,2021-02-12,2021-02-17,no,no,no,yes,no,no,no,no,no,no,no,no,5,3.0,4398
4838,OYO 5839 Hotel Mohit Regency,Bhopal,2021-02-12,2021-02-17,no,no,no,yes,yes,no,no,no,no,no,no,no,5,3.4,3801
4839,OYO 1547 Hotel The Oasis,Bhopal,2021-02-12,2021-02-17,no,no,no,yes,yes,yes,no,no,yes,no,no,no,5,3.3,3625
4840,OYO 28360 Hotel Rajdeep,Bhopal,2021-02-12,2021-02-17,no,no,no,no,yes,no,no,no,no,no,no,no,5,20.0,1637
4841,OYO 14593 Smart Rooms by Shree Vatika,Bhopal,2021-02-12,2021-02-17,no,no,no,yes,no,no,no,no,no,no,no,no,5,4.4,3838
4842,OYO 14577 Vijay Palace,Bhopal,2021-02-12,2021-02-17,no,no,no,yes,no,no,no,no,no,no,no,no,5,3.7,3178
4843,Hotel Western,Bhopal,2021-02-12,2021-02-17,no,no,no,yes,no,yes,no,no,no,no,no,no,5,5.9,5938
4844,OYO 28691 Hotel Golden Star,Bhopal,2021-02-12,2021-02-17,no,no,no,no,yes,no,no,no,no,no,no,no,5,5.5,1570
4845,OYO 28267 Convivial Paradise,Bhopal,2021-02-12,2021-02-17,no,no,no,no,yes,no,no,no,no,no,no,no,5,7.4,1608
4846,OYO 27658 Hotel New Mohit Regency,Bhopal,2021-02-12,2021-02-17,no,no,no,yes,yes,yes,no,no,no,no,no,no,5,3.4,4288
4847,Grand Ashirwad Beacon,Bhopal,2021-02-12,2021-02-17,no,no,no,yes,no,yes,yes,no,no,no,no,no,5,4.0,5450
4848,OYO 24707 Comfort Inn,Bhopal,2021-02-12,2021-02-17,no,no,no,no,yes,no,no,no,no,no,no,no,5,9.3,3574
4849,OYO 1547 Hotel The Oasis,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,yes,yes,no,no,yes,no,no,no,6,3.3,5821
4850,OYO 24646 Hotel Gaurav Palace,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,yes,yes,no,no,no,no,no,no,6,2.8,5326
4851,Hotel Shree Vatika,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,3.1,8136
4852,Park Hotel,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,0.7,3897
4853,Hotel Tilak,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,no,no,no,no,no,6,3.4,6450
4854,Hotel Brij Palace,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,0.4,4197
4855,Hotel Vigya Shree,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,yes,no,no,no,no,no,no,no,6,2.7,7200
4856,Capital O 29355 Hotel Oasis Blue,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,yes,yes,no,no,no,no,no,no,6,3.5,8260
4857,OYO 8650 Hotel Johri Residency,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,yes,yes,no,no,no,no,no,no,6,0.4,7299
4858,Hotel Ganga Regency,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,3.1,5400
4859,Hotel GK Palace,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,no,no,no,no,no,6,3.0,7217
4860,OYO 5839 Hotel Mohit Regency,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,yes,no,no,no,no,no,no,no,6,3.4,5555
4861,Noor-Us-Sabah Palace,Bhopal,2021-02-12,2021-02-18,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,6,5.2,56500
4862,Hotel Signetic Blue,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,yes,yes,no,no,no,no,no,6,3.5,9900
4863,Hotel Shiv Villas,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,yes,no,no,no,no,6,18.0,10179
4864,OYO 28267 Convivial Paradise,Bhopal,2021-02-12,2021-02-18,no,no,no,no,yes,no,no,no,no,no,no,no,6,7.4,2829
4865,Hotel Park View,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,3.8,6897
4866,Hotel Sudarshan Palace,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,3.4,9789
4867,Hotel Alankar Palace,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,no,no,no,no,no,6,3.4,6619
4868,Hotel Smart Room By Shree Vatika,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,4.4,7677
4869,Sudarshan City Walk,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,no,no,no,no,no,6,6.3,9000
4870,OYO 28691 Hotel Golden Star,Bhopal,2021-02-12,2021-02-18,no,no,no,no,yes,no,no,no,no,no,no,no,6,5.5,2354
4871,Lals Plaza Hotel,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,3.2,5697
4872,Hotel Pathik,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,2.9,30000
4873,Hotel 18 Keys,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,no,no,no,no,no,6,4.0,9387
4874,Hotel Shree Vinayak Palace,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,no,no,no,no,no,6,3.2,6897
4875,Rajhans Regency,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,3.3,9000
4876,Hotel Sangat Regency,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,3.0,6597
4877,Hotel Avantika By MMR,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,3.3,3891
4878,Hotel Nirmal Residency,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,no,no,no,no,no,6,6.3,9000
4879,Hotel Arch Manor Deluxe,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,yes,yes,no,no,no,no,no,no,6,3.2,10200
4880,OYO 8183 Hotel Sandal Wood,Bhopal,2021-02-12,2021-02-18,no,no,no,no,yes,no,no,no,no,no,no,no,6,6.9,5561
4881,Hotel Western,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,no,no,no,no,no,6,5.9,9897
4882,OYO 24707 Comfort Inn,Bhopal,2021-02-12,2021-02-18,no,no,no,no,yes,no,no,no,no,no,no,no,6,9.3,5315
4883,OYO 24172 Hotel Jp Heights,Bhopal,2021-02-12,2021-02-18,no,no,no,no,yes,no,no,no,no,no,no,no,6,3.1,5454
4884,OYO 27658 Hotel New Mohit Regency,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,yes,yes,no,no,no,no,no,no,6,3.4,6434
4885,OYO 13376 Hotel Shri Vilas,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,4.6,5302
4886,OYO 14577 Vijay Palace,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,3.7,5366
4887,Hotel Jaishree Palace,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,3.4,6597
4888,OYO 28247 Hotel SMR Palace,Bhopal,2021-02-12,2021-02-18,no,no,no,no,yes,no,no,no,yes,no,no,no,6,7.1,28316
4889,Hotel Ganpati,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,3.3,7761
4890,OYO 11307 Hotel Satya Villas,Bhopal,2021-02-12,2021-02-18,no,no,no,no,no,no,no,no,yes,no,no,no,6,3.1,4794
4891,Hotel K International,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,no,no,no,no,no,6,3.9,11975
4892,OYO 14593 Smart Rooms by Shree Vatika,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,4.4,6468
4893,Hotel Amer Greens,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,14.0,60000
4894,Gaurav Hotel,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,yes,yes,no,no,no,no,no,6,3.2,15000
4895,OYO 15259 Smart City,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,3.6,4103
4896,OYO 2681 Hotel Madhuram palace,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,no,no,no,no,no,6,3.1,4038
4897,OYO 3340 Hotel Ashirwad Regency,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,yes,yes,no,no,no,no,no,no,6,3.6,4206
4898,OYO 12127 Radhika Palace,Bhopal,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,no,yes,no,no,no,6,5.6,5521
4899,Hotel Tilak,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,yes,no,no,no,no,no,no,8,3.4,10750
4900,Hotel Pathik,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,no,no,no,no,8,2.9,50000
4901,Hotel 18 Keys,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,yes,no,no,no,no,no,no,8,4.0,15645
4902,Noor-Us-Sabah Palace,Bhopal,2021-02-12,2021-02-20,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,8,5.2,89500
4903,Hotel Smart Room By Shree Vatika,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,no,no,no,no,8,4.4,12795
4904,Hotel Brij Palace,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,no,no,no,no,8,0.4,6995
4905,Hotel Vigya Shree,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,yes,no,no,no,no,no,no,no,8,2.7,12000
4906,Hotel Sudarshan Palace,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,no,no,no,no,8,3.4,16315
4907,Hotel Amer Greens,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,no,no,no,no,8,14.0,100000
4908,Sudarshan City Walk,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,yes,no,no,no,no,no,no,8,6.3,15000
4909,Park Hotel,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,no,no,no,no,8,0.7,6495
4910,Hotel Park View,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,no,no,no,no,8,3.8,11495
4911,OYO 8650 Hotel Johri Residency,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,yes,yes,no,no,no,no,no,no,8,0.4,11947
4912,Hotel Shree Vatika,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,no,no,no,no,8,3.1,13296
4913,Rajhans Regency,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,no,no,no,no,8,3.3,15000
4914,OYO 28247 Hotel SMR Palace,Bhopal,2021-02-12,2021-02-20,no,no,no,no,yes,no,no,no,yes,no,no,no,8,7.1,47194
4915,Hotel Avantika By MMR,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,no,no,no,no,8,3.3,7511
4916,OYO 24172 Hotel Jp Heights,Bhopal,2021-02-12,2021-02-20,no,no,no,no,yes,no,no,no,no,no,no,no,8,3.1,9239
4917,Hotel Alankar Palace,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,yes,no,no,no,no,no,no,8,3.4,11032
4918,Hotel GK Palace,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,yes,no,no,no,no,no,no,8,3.0,12135
4919,OYO 24646 Hotel Gaurav Palace,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,yes,yes,no,no,no,no,no,no,8,2.8,8558
4920,Hotel Shree Vinayak Palace,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,yes,no,no,no,no,no,no,8,3.2,11495
4921,Hotel Midland,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,yes,no,no,no,no,no,no,8,3.6,9990
4922,Capital O 29355 Hotel Oasis Blue,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,yes,yes,no,no,no,no,no,no,8,3.5,14462
4923,OYO 8183 Hotel Sandal Wood,Bhopal,2021-02-12,2021-02-20,no,no,no,no,yes,no,no,no,no,no,no,no,8,6.9,8954
4924,Hotel Jaishree Palace,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,no,no,no,no,8,3.4,10995
4925,OYO 1547 Hotel The Oasis,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,yes,yes,no,no,yes,no,no,no,8,3.3,9761
4926,Lals Plaza Hotel,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,no,no,no,no,8,3.2,9495
4927,Gaurav Hotel,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,yes,yes,no,no,no,no,no,8,3.2,25000
4928,Hotel Arch Manor Deluxe,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,yes,yes,no,no,no,no,no,no,8,3.2,17000
4929,Hotel Ganpati,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,no,no,no,no,8,3.3,12935
4930,Hotel Ganga Regency,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,no,no,no,no,8,3.1,9000
4931,OYO 13822 Kolar Hotel,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,yes,no,no,no,8,5.6,6960
4932,OYO 15259 Smart City,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,no,no,no,no,8,3.6,6836
4933,Hotel Nirmal Residency,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,yes,no,no,no,no,no,no,8,6.3,15000
4934,Hotel Shiv Villas,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,yes,no,yes,no,no,no,no,8,18.0,16964
4935,Hotel Shagun Palace,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,yes,no,yes,no,no,no,no,8,8.9,9945
4936,Hotel Signetic Blue,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,yes,yes,no,no,no,no,no,8,3.5,16500
4937,OYO 5839 Hotel Mohit Regency,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,yes,no,no,no,no,no,no,no,8,3.4,8965
4938,OYO 11307 Hotel Satya Villas,Bhopal,2021-02-12,2021-02-20,no,no,no,no,no,no,no,no,yes,no,no,no,8,3.1,7851
4939,Hotel Sangat Regency,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,no,no,no,no,8,3.0,10995
4940,OYO 14593 Smart Rooms by Shree Vatika,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,no,no,no,no,8,4.4,11035
4941,OYO 28267 Convivial Paradise,Bhopal,2021-02-12,2021-02-20,no,no,no,no,yes,no,no,no,no,no,no,no,8,7.4,5465
4942,OYO 28691 Hotel Golden Star,Bhopal,2021-02-12,2021-02-20,no,no,no,no,yes,no,no,no,no,no,no,no,8,5.5,4021
4943,Hotel Western,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,yes,no,no,no,no,no,no,8,5.9,14846
4944,OYO 14577 Vijay Palace,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,no,no,no,no,no,no,no,8,3.7,9606
4945,OYO 24707 Comfort Inn,Bhopal,2021-02-12,2021-02-20,no,no,no,no,yes,no,no,no,no,no,no,no,8,9.3,8861
4946,OYO 12127 Radhika Palace,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,no,yes,no,no,yes,no,no,no,8,5.6,9865
4947,OYO 27658 Hotel New Mohit Regency,Bhopal,2021-02-12,2021-02-20,no,no,no,yes,yes,yes,no,no,no,no,no,no,8,3.4,10225
4948,"The Westin Gurgaon, New Delhi",Gurgaon,2021-02-12,2021-02-17,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,5,4.7,8198
4949,Dia Park Premier,Gurgaon,2021-02-12,2021-02-17,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,5,4.0,16000
4950,Taj City Centre Gurugram,Gurgaon,2021-02-12,2021-02-17,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,5,4.4,12025
4951,Holiday Inn Gurugram Sector 90,Gurgaon,2021-02-12,2021-02-17,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,5,11.0,5600
4952,The Oberoi Gurgaon,Gurgaon,2021-02-12,2021-02-17,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,5,7.8,17000
4953,Vintage Villa,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,no,no,yes,no,no,no,no,5,2.2,6000
4954,Imperial Apartments,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,yes,yes,no,yes,no,yes,no,5,4.2,5000
4955,Sparklin Suites,Gurgaon,2021-02-12,2021-02-17,no,yes,no,yes,no,no,no,no,no,no,no,no,5,5.1,4398
4956,Inde Hotel Cyber City,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,yes,no,no,no,no,no,no,5,7.3,5798
4957,ibis Gurgaon Golf Course Road Hotel,Gurgaon,2021-02-12,2021-02-17,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,5,7.8,3700
4958,Hyatt Place Gurgaon Udyog Vihar,Gurgaon,2021-02-12,2021-02-17,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,5,6.1,5525
4959,Hyatt Regency Gurgaon,Gurgaon,2021-02-12,2021-02-17,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,5,9.1,9263
4960,"Trident, Gurgaon",Gurgaon,2021-02-12,2021-02-17,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,5,7.7,9500
4961,Hotel Grenville,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,yes,no,no,no,no,no,no,5,1.5,3161
4962,Levante Hotel,Gurgaon,2021-02-12,2021-02-17,no,no,no,no,no,yes,no,no,no,no,no,no,5,7.7,4600
4963,HYDEWEST INDIA,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,yes,no,yes,no,yes,no,no,no,5,3.3,11305
4964,Krishna Coddle Executive,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,no,no,no,no,no,no,no,5,5.2,3198
4965,Liveinn Style,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,yes,no,no,no,no,no,no,5,2.5,5568
4966,Moon Residency,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,no,no,no,no,no,no,no,5,8.4,3238
4967,Ambrosia By ZiffyHomes,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,no,no,no,no,no,no,no,5,3.0,2518
4968,The Bristol Hotel,Gurgaon,2021-02-12,2021-02-17,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,5,6.8,6600
4969,Aadat Residency,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,yes,no,no,no,no,no,no,5,3.7,3600
4970,"The Leela Ambience Hotel & Residences, Gurugram",Gurgaon,2021-02-12,2021-02-17,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,5,8.5,15998
4971,Ahuja Residency Vista Signature,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,yes,no,no,no,no,no,no,5,3.4,5066
4972,Olive Serviced Apartments Gurgaon,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,no,yes,no,no,no,no,yes,5,5.5,4000
4973,CoRoomS SanVi Prime Unitech Cyber Park,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,no,yes,no,no,no,no,no,5,3.3,1749
4974,Gazebo Inn And Suites,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,no,no,no,no,no,no,no,5,2.5,4950
4975,JK Rooms 143 Amazone Holiday Guest House,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,no,no,no,no,no,no,no,5,8.4,7000
4976,Radisson Gurugram Sohna Road City Center,Gurgaon,2021-02-12,2021-02-17,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,5,5.1,14978
4977,Jade By ZiffyHomes,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,no,no,no,no,no,no,no,5,2.0,3358
4978,Olive Studio Rooms,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,no,no,no,yes,no,no,no,5,6.8,3400
4979,Aakritii Hotels,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,no,no,no,no,no,no,no,5,6.1,2196
4980,Olive Cozy stays,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,no,no,no,yes,no,no,yes,5,3.2,3800
4981,Lemon Tree Hotel Sohna Road,Gurgaon,2021-02-12,2021-02-17,yes,no,yes,no,no,yes,no,no,no,no,no,no,5,10.0,7998
4982,Bellagio Inn & Suites,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,yes,no,no,no,no,no,no,5,5.1,4600
4983,Urban Key House,Gurgaon,2021-02-12,2021-02-17,no,yes,no,yes,no,no,no,no,no,no,no,no,5,2.5,3000
4984,Platinum Infrasource,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,yes,yes,yes,no,no,no,no,no,5,4.8,4800
4985,Ahuja Residency Cyber City I,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,yes,no,no,no,no,no,no,5,6.9,4578
4986,AAN HOTEL,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,yes,no,no,no,no,no,no,5,3.5,5000
4987,Pacific Inn Suryansh Hotel,Gurgaon,2021-02-12,2021-02-17,yes,no,no,yes,no,yes,yes,no,no,no,no,no,5,5.2,5363
4988,SKY CITY HOTEL,Gurgaon,2021-02-12,2021-02-17,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,5,0.8,6120
4989,OYO 26915 Hotel North East Residency,Gurgaon,2021-02-12,2021-02-17,no,no,no,no,yes,no,no,no,no,no,no,no,5,8.7,18878
4990,"When In Gurgaon - Service Apartments, Opp. Artemis Hospital",Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,no,no,no,no,no,no,no,5,5.5,4000
4991,Smart Inn-1,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,no,yes,no,no,no,no,no,5,6.8,3171
4992,Bawa Residency,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,no,yes,no,no,yes,no,no,5,6.0,3998
4993,The Habitare Gurgaon,Gurgaon,2021-02-12,2021-02-17,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,5,1.5,4498
4994,The Royal Crown,Gurgaon,2021-02-12,2021-02-17,no,yes,no,yes,no,yes,yes,no,no,no,no,yes,5,3.3,2998
4995,OYO 9422 Prime,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,yes,no,no,no,no,no,no,no,5,7.0,4966
4996,Crowne Plaza Hotel Gurgaon,Gurgaon,2021-02-12,2021-02-17,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,5,3.8,9249
4997,Hotel Haut Monde,Gurgaon,2021-02-12,2021-02-17,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,5,1.2,3659
4998,OYO 19751 Parkview Residency,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,yes,no,no,no,no,no,no,no,5,8.5,18878
4999,OYO 29687 Sunny Guest House,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,yes,no,no,no,yes,no,no,no,5,13.0,18878
5000,MAVENS HOUSE,Gurgaon,2021-02-12,2021-02-17,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,5,2.0,1978
5001,Ginger Manesar,Gurgaon,2021-02-12,2021-02-17,no,yes,no,yes,no,yes,no,yes,no,no,no,no,5,14.0,8158
5002,OYO 14777 Summer Homez,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,yes,no,no,no,no,no,no,no,5,6.3,3261
5003,Smart Villa 5 by Royal Collection,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,yes,no,no,no,no,no,no,5,6.7,3986
5004,SWASNO HOTELS PVT LTD,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,yes,no,yes,no,yes,no,no,5,6.4,4500
5005,Excel Inn,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,no,no,no,no,no,no,no,5,3.6,5600
5006,"Lemon Tree Hotel, Udyog Vihar, Gurugram",Gurgaon,2021-02-12,2021-02-17,no,yes,no,yes,no,yes,yes,no,no,no,no,no,5,7.6,3038
5007,Hotel La Residence,Gurgaon,2021-02-12,2021-02-17,no,no,no,yes,no,yes,yes,no,no,yes,no,no,5,8.4,6198
5008,OYO 12471 SKS PREMIUM,Gurgaon,2021-02-12,2021-02-17,no,no,no,no,no,no,no,no,yes,no,no,no,5,5.7,22276
